front,back,sentence,tags,deck
...に比べて、と比べて「與...相比」「跟...比較起來」「比較...」,生活が、以前に比べて楽になります(生活比以前舒適多了)文法：L50V原/の (名詞化/こと)...Ｎ＋に比べて、＋に比べ文章體中止形(N3L48)＋に比べると條件形(跟...比較起來)＋と比べると(にくらべて)來自「比べる」(II)(比較)。類「より」(口語N5)句型重點：「Aに比べてB」：將「對立關係」的Ａ和Ｂ作對比A⇔B：同期の人に比べて私「Aと比べるB」：將Ａ和Ｂ相互做比較(立場沒有對立，單純拿兩個做比較)兩個句型有著細微的差別モンゴル国の治安状況[ちあんじょうきょう]は日本と比べ、決して[けっして]良いとは言えない。蒙古國的治安狀況與日本相比絕不能說是比較好的。,,日文N2文法,日文N2文法
松,"「まつ」松樹,松木",,日文單字N5-N1,日文單字N5-N1
祭り,"「まつり」慶典,節日",,日文單字N5-N1,日文單字N5-N1
窓側,"「まどがわ」窗邊,靠窗",,日文單字N5-N1,日文單字N5-N1
まな板,「まないた」沾板,,日文單字N5-N1,日文單字N5-N1
真似,「まね」(名、他サ、自サ)模仿、仿效子供は親の真似をして、できる事が増える。孩子會模仿父母，並學會許多事,,日文N2單字,日文N2單字
豆,"「まめ」豆子,豆類",,日文單字N5-N1,日文單字N5-N1
真夜中,"「まよなか」半夜,深夜",,日文單字N5-N1,日文單字N5-N1
丸,"「まる」圓形,圓圈,整個,全部",,日文單字N5-N1,日文單字N5-N1
周り,「まわり」名詞：周圍,,日文N3單字,日文N3單字
回り,"「まわり」旋轉,迴轉,巡迴",,日文單字N5-N1,日文單字N5-N1
回り道,「まわりみち」名：繞道類：寄り道:繞遠路,,日文N2單字,日文N2單字
満員,"「まんいん」名：額滿,客滿",,日文N3單字,日文N3單字
満点,「まんてん」滿分,,日文單字N5-N1,日文單字N5-N1
身,"「み」身體,自己",,日文單字N5-N1,日文單字N5-N1
見送り,"「みおくり」送行,旁觀,擱置",,日文單字N5-N1,日文單字N5-N1
水着,「みずぎ」泳裝,,日文單字N5-N1,日文單字N5-N1
見直し,"「みなおし」重看,重新修改",,日文單字N5-N1,日文單字N5-N1
土産,「みやげ」土產,,日文單字N5-N1,日文單字N5-N1
明後日,「みょうごにち」明後天,,日文單字N5-N1,日文單字N5-N1
未来,「みらい」未來,,日文單字N5-N1,日文單字N5-N1
民間,「みんかん」民間,,日文單字N5-N1,日文單字N5-N1
向かい,「むかい」對面,,日文單字N5-N1,日文單字N5-N1
迎え,「むかえ」迎接,,日文單字N5-N1,日文單字N5-N1
向き,"「むき」方向,適合,傾向",,日文單字N5-N1,日文單字N5-N1
無休,"「むきゅう」不休息,照常營業",,日文單字N5-N1,日文單字N5-N1
